external_id,reference,color,tra_value,size,label,ean,image,price
A06IY01070,A06IY,BLS,MARSHMALLOW/GRIS,7,DORS BIEN,3666576003714,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IY01080,A06IY,BLS,MARSHMALLOW/GRIS,8,DORS BIEN,3666576003738,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IY01420,A06IY,BLS,MARSHMALLOW/GRIS,42,DORS BIEN,3666576003820,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IY01460,A06IY,BLS,MARSHMALLOW/GRIS,46,DORS BIEN,3666576003677,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IY01480,A06IY,BLS,MARSHMALLOW/GRIS,48,DORS BIEN,3666576003653,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IY01490,A06IY,BLS,MARSHMALLOW/GRIS,49,DORS BIEN,3666576003707,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IY01F1.jpg?sw=200&sh=200&sm=fit,39.0
A06IZ01000,A06IZ,ZWM,MARSHMALLOW,0,DORS BIEN,3666576066238,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01010,A06IZ,ZWM,MARSHMALLOW,1,DORS BIEN,3666576066245,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01070,A06IZ,ZWM,MARSHMALLOW,7,DORS BIEN,3666576066269,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01420,A06IZ,ZWM,MARSHMALLOW,42,DORS BIEN,3666576066214,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01460,A06IZ,ZWM,MARSHMALLOW,46,DORS BIEN,3666576066221,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01480,A06IZ,ZWM,MARSHMALLOW,48,DORS BIEN,3666576066191,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06IZ01490,A06IZ,ZWM,MARSHMALLOW,49,DORS BIEN,3666576066252,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06IZ01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06J001010,A06J0,BY8,MARSHMALLOW/MISTIGRI,52,GIGOTEUSE,3666576133114,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J001F1.jpg?sw=200&sh=200&sm=fit,50.0
A06J001030,A06J0,BY8,MARSHMALLOW/MISTIGRI,450,GIGOTEUSE,3666576133121,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J001F1.jpg?sw=200&sh=200&sm=fit,50.0
A06J001090,A06J0,BY8,MARSHMALLOW/MISTIGRI,455,GIGOTEUSE,3666576133169,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J001F1.jpg?sw=200&sh=200&sm=fit,50.0
A06J101010,A06J1,BLS,MARSHMALLOW/GRIS,52,GIGOTEUSE,3666576027727,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J101F1.jpg?sw=200&sh=200&sm=fit,60.0
A06J101030,A06J1,BLS,MARSHMALLOW/GRIS,450,GIGOTEUSE,3666576027734,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J101F1.jpg?sw=200&sh=200&sm=fit,60.0
A06J101090,A06J1,BLS,MARSHMALLOW/GRIS,455,GIGOTEUSE,3666576027772,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J101F1.jpg?sw=200&sh=200&sm=fit,60.0
A06J201440,A06J2,BLS,MARSHMALLOW/GRIS,44,CARRE BAIN + DOUDOU,3666576013225,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J201F1.jpg?sw=200&sh=200&sm=fit,45.0
A06J300440,A06J3,ZGA,variante 1,44,3 BAVOIRS,3666576048227,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J300F1.jpg?sw=200&sh=200&sm=fit,27.0
A06J400000,A06J4,ZGA,variante 1,0,TROUSSEAU 4 PCS,3666576133428,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J400F1.jpg?sw=200&sh=200&sm=fit,65.0
A06J400420,A06J4,ZGA,variante 1,42,TROUSSEAU 4 PCS,3666576133411,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J400F1.jpg?sw=200&sh=200&sm=fit,65.0
A06J400460,A06J4,ZGA,variante 1,46,TROUSSEAU 4 PCS,3666576133466,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J400F1.jpg?sw=200&sh=200&sm=fit,65.0
A06J500000,A06J5,ZGA,variante 1,0,3 BODIES NAISS ML,3666576032011,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J500010,A06J5,ZGA,variante 1,1,3 BODIES NAISS ML,3666576032110,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J500070,A06J5,ZGA,variante 1,7,3 BODIES NAISS ML,3666576032035,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J500420,A06J5,ZGA,variante 1,42,3 BODIES NAISS ML,3666576032127,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J500460,A06J5,ZGA,variante 1,46,3 BODIES NAISS ML,3666576032042,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J500480,A06J5,ZGA,variante 1,48,3 BODIES NAISS ML,3666576032028,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J500F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600000,A06J6,ZGA,variante 1,0,3 BODIES NAISS MC,3666576048593,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600010,A06J6,ZGA,variante 1,1,3 BODIES NAISS MC,3666576048654,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600070,A06J6,ZGA,variante 1,7,3 BODIES NAISS MC,3666576048647,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600420,A06J6,ZGA,variante 1,42,3 BODIES NAISS MC,3666576048623,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600460,A06J6,ZGA,variante 1,46,3 BODIES NAISS MC,3666576048630,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J600480,A06J6,ZGA,variante 1,48,3 BODIES NAISS MC,3666576048616,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J600F1.jpg?sw=200&sh=200&sm=fit,25.0
A06J800000,A06J8,ZGA,variante 1,0,5 BODIES NAISS MC,3666576086939,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J800010,A06J8,ZGA,variante 1,1,5 BODIES NAISS MC,3666576086946,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J800070,A06J8,ZGA,variante 1,7,5 BODIES NAISS MC,3666576086953,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J800420,A06J8,ZGA,variante 1,42,5 BODIES NAISS MC,3666576086960,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J800460,A06J8,ZGA,variante 1,46,5 BODIES NAISS MC,3666576086977,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J800480,A06J8,ZGA,variante 1,48,5 BODIES NAISS MC,3666576086915,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J800F1.jpg?sw=200&sh=200&sm=fit,40.0
A06J901000,A06J9,BFQ,MARSHMALLOW/MULTICO,0,BODYJAMA,3666576037016,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901010,A06J9,BFQ,MARSHMALLOW/MULTICO,1,BODYJAMA,3666576037023,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901070,A06J9,BFQ,MARSHMALLOW/MULTICO,7,BODYJAMA,3666576037115,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901420,A06J9,BFQ,MARSHMALLOW/MULTICO,42,BODYJAMA,3666576036996,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901460,A06J9,BFQ,MARSHMALLOW/MULTICO,46,BODYJAMA,3666576037009,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901480,A06J9,BFQ,MARSHMALLOW/MULTICO,48,BODYJAMA,3666576036989,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06J901490,A06J9,BFQ,MARSHMALLOW/MULTICO,49,BODYJAMA,3666576037030,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06J901F1.jpg?sw=200&sh=200&sm=fit,42.0
A06JA01000,A06JA,GCJ,MARSHMALLOW/ENNEIGE,0,DORS BIEN,3666576131080,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01010,A06JA,GCJ,MARSHMALLOW/ENNEIGE,1,DORS BIEN,3666576131097,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01070,A06JA,GCJ,MARSHMALLOW/ENNEIGE,7,DORS BIEN,3666576131189,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01420,A06JA,GCJ,MARSHMALLOW/ENNEIGE,42,DORS BIEN,3666576131066,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01460,A06JA,GCJ,MARSHMALLOW/ENNEIGE,46,DORS BIEN,3666576131073,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01480,A06JA,GCJ,MARSHMALLOW/ENNEIGE,48,DORS BIEN,3666576131059,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JA01490,A06JA,GCJ,MARSHMALLOW/ENNEIGE,49,DORS BIEN,3666576131103,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JA01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JB01000,A06JB,BFQ,MARSHMALLOW/MULTICO,0,DORS BIEN,3666576002885,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01010,A06JB,BFQ,MARSHMALLOW/MULTICO,1,DORS BIEN,3666576002892,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01070,A06JB,BFQ,MARSHMALLOW/MULTICO,7,DORS BIEN,3666576002984,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01420,A06JB,BFQ,MARSHMALLOW/MULTICO,42,DORS BIEN,3666576002861,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01460,A06JB,BFQ,MARSHMALLOW/MULTICO,46,DORS BIEN,3666576002878,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01480,A06JB,BFQ,MARSHMALLOW/MULTICO,48,DORS BIEN,3666576002854,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JB01490,A06JB,BFQ,MARSHMALLOW/MULTICO,49,DORS BIEN,3666576002908,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JB01F1.jpg?sw=200&sh=200&sm=fit,37.0
A06JC00440,A06JC,ZGA,variante 1,44,3 BAVOIRS,3666576071355,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JC00F1.jpg?sw=200&sh=200&sm=fit,27.0
A06JC99440,A06JC,ZG7,variante 2,44,3 BAVOIRS,3666576071379,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JC99F1.jpg?sw=200&sh=200&sm=fit,27.0
A06JD01010,A06JD,BFQ,MARSHMALLOW/MULTICO,52,GIGOTEUSE,3666576012624,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JD01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JD01030,A06JD,BFQ,MARSHMALLOW/MULTICO,450,GIGOTEUSE,3666576012655,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JD01F1.jpg?sw=200&sh=200&sm=fit,55.0
A06JF00000,A06JF,ZGA,variante 1,0,3 BODIES NAISS ML,3666576106583,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JF00010,A06JF,ZGA,variante 1,1,3 BODIES NAISS ML,3666576106620,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JF00070,A06JF,ZGA,variante 1,7,3 BODIES NAISS ML,3666576106637,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JF00420,A06JF,ZGA,variante 1,42,3 BODIES NAISS ML,3666576106613,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JF00460,A06JF,ZGA,variante 1,46,3 BODIES NAISS ML,3666576106644,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JF00480,A06JF,ZGA,variante 1,48,3 BODIES NAISS ML,3666576106606,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JF00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00000,A06JG,ZGA,variante 1,0,3 BODIES NAISS ML,3666576032172,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00010,A06JG,ZGA,variante 1,1,3 BODIES NAISS ML,3666576032165,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00070,A06JG,ZGA,variante 1,7,3 BODIES NAISS ML,3666576032196,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00420,A06JG,ZGA,variante 1,42,3 BODIES NAISS ML,3666576032189,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00460,A06JG,ZGA,variante 1,46,3 BODIES NAISS ML,3666576032158,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG00480,A06JG,ZGA,variante 1,48,3 BODIES NAISS ML,3666576032134,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98000,A06JG,ZG7,variante 2,0,3 BODIES NAISS ML,3666576032295,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98010,A06JG,ZG7,variante 2,1,3 BODIES NAISS ML,3666576032288,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98070,A06JG,ZG7,variante 2,7,3 BODIES NAISS ML,3666576032318,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98420,A06JG,ZG7,variante 2,42,3 BODIES NAISS ML,3666576032301,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98460,A06JG,ZG7,variante 2,46,3 BODIES NAISS ML,3666576032271,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JG98480,A06JG,ZG7,variante 2,48,3 BODIES NAISS ML,3666576032264,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JG98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JH00000,A06JH,ZG7,variante 2,0,5 BODIES NAISS ML,3666576114199,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH00010,A06JH,ZG7,variante 2,1,5 BODIES NAISS ML,3666576114182,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH00070,A06JH,ZG7,variante 2,7,5 BODIES NAISS ML,3666576114229,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH00420,A06JH,ZG7,variante 2,42,5 BODIES NAISS ML,3666576114205,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH00460,A06JH,ZG7,variante 2,46,5 BODIES NAISS ML,3666576114212,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH00480,A06JH,ZG7,variante 2,48,5 BODIES NAISS ML,3666576114175,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH00F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99000,A06JH,ZGA,variante 1,0,5 BODIES NAISS ML,3666576114250,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99010,A06JH,ZGA,variante 1,1,5 BODIES NAISS ML,3666576114243,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99070,A06JH,ZGA,variante 1,7,5 BODIES NAISS ML,3666576114052,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99420,A06JH,ZGA,variante 1,42,5 BODIES NAISS ML,3666576114267,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99460,A06JH,ZGA,variante 1,46,5 BODIES NAISS ML,3666576114274,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JH99480,A06JH,ZGA,variante 1,48,5 BODIES NAISS ML,3666576114236,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JH99F1.jpg?sw=200&sh=200&sm=fit,45.0
A06JI00000,A06JI,ZGA,variante 1,0,3 BODIES NAISS MC,3666576082214,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI00010,A06JI,ZGA,variante 1,1,3 BODIES NAISS MC,3666576082412,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI00070,A06JI,ZGA,variante 1,7,3 BODIES NAISS MC,3666576082429,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI00420,A06JI,ZGA,variante 1,42,3 BODIES NAISS MC,3666576082405,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI00460,A06JI,ZGA,variante 1,46,3 BODIES NAISS MC,3666576082399,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI00480,A06JI,ZGA,variante 1,48,3 BODIES NAISS MC,3666576082436,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI98000,A06JI,ZG7,variante 2,0,3 BODIES NAISS MC,3666576082382,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI98010,A06JI,ZG7,variante 2,1,3 BODIES NAISS MC,3666576082351,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JI98070,A06JI,ZG7,variante 2,7,3 BODIES NAISS MC,3666576082368,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JI98F1.jpg?sw=200&sh=200&sm=fit,25.0
